# Haritha Hospitals - Schema + Data
# Entity: Employee Checkin
# Generated: 2026-08-19 19:31 IST

## Schema
Entity,Field,Type,Required,Description,Example,Valid Values / Notes
Employee Checkin,employee,Link,Yes,Employee,EMP-001,Link → Employee
Employee Checkin,time,Datetime,Yes,Check-in timestamp,2025-05-26 06:00:00,ISO datetime
Employee Checkin,log_type,Select,Yes,IN or OUT,IN,IN/OUT
Employee Checkin,device_id,Data,No,Biometric device ID,DEV-001,free text
Employee Checkin,source,Select,No,Check-in source,Manual,Manual/Biometric/Web/Email
Employee Checkin,is_off,Check,No,Off-shift checkin flag (custom field — fixes pberpqa gap),0,Custom Field 0/1
Employee Checkin,shift,Link,No,Linked shift type,Morning Regular 06:00-14:00,Link → Shift Type
Employee Checkin,company,Link,Yes,Company,Haritha Hospitals,Link → Company

## Data
employee,time,log_type,device_id,source,is_off,shift,company
EMP-1057,2025-06-16 17:49:49,OUT,EMP-1057,Biometric,0,G0900R0830,Haritha Hospitals
EMP-1057,2025-06-17 09:00:00,IN,EMP-1057,Biometric,0,G0900R0830,Haritha Hospitals
EMP-1057,2025-06-17 17:30:00,OUT,EMP-1057,Biometric,0,G0900R0830,Haritha Hospitals
EMP-1057,2025-06-18 09:03:56,IN,EMP-1057,Biometric,0,G0900R0830,Haritha Hospitals
EMP-1057,2025-06-18 17:37:17,OUT,EMP-1057,Biometric,0,G0900R0830,Haritha Hospitals
EMP-1057,2025-06-19 09:01:25,IN,EMP-1057,Biometric,0,G0900R0830,Haritha Hospitals
EMP-1057,2025-06-19 17:35:05,OUT,EMP-1057,Biometric,0,G0900R0830,Haritha Hospitals
EMP-1057,2025-06-20 09:08:33,IN,EMP-1057,Biometric,0,G0900R0830,Haritha Hospitals
EMP-1057,2025-06-20 17:49:12,OUT,EMP-1057,Biometric,0,G0900R0830,Haritha Hospitals
EMP-1057,2025-06-21 09:00:00,IN,EMP-1057,Biometric,0,G0900R0830,Haritha Hospitals
EMP-1057,2025-06-21 17:30:00,OUT,EMP-1057,Biometric,0,G0900R0830,Haritha Hospitals
EMP-1057,2025-06-22 00:00:00,IN,EMP-1057,Biometric,0,,Haritha Hospitals
EMP-1057,2025-06-22 00:00:00,OUT,EMP-1057,Biometric,0,,Haritha Hospitals
EMP-1057,2025-06-23 09:14:57,IN,EMP-1057,Biometric,0,G0900R0830,Haritha Hospitals
EMP-1057,2025-06-23 17:47:48,OUT,EMP-1057,Biometric,0,G0900R0830,Haritha Hospitals
EMP-1057,2025-06-24 08:56:39,IN,EMP-1057,Biometric,0,G0900R0830,Haritha Hospitals
EMP-1057,2025-06-24 17:38:31,OUT,EMP-1057,Biometric,0,G0900R0830,Haritha Hospitals
EMP-1058,2025-05-26 08:10:37,IN,EMP-1058,Biometric,0,G1100R0830,Haritha Hospitals
EMP-1058,2025-05-26 21:56:30,OUT,EMP-1058,Biometric,0,G1100R0830,Haritha Hospitals
EMP-1058,2025-05-27 08:00:00,IN,EMP-1058,Biometric,0,G1100R0830,Haritha Hospitals
EMP-1058,2025-05-27 17:00:00,OUT,EMP-1058,Biometric,0,G1100R0830,Haritha Hospitals
EMP-1058,2025-05-28 00:00:00,IN,EMP-1058,Biometric,0,G1100R0830,Haritha Hospitals
EMP-1058,2025-05-28 00:00:00,OUT,EMP-1058,Biometric,0,G1100R0830,Haritha Hospitals
EMP-1058,2025-05-29 00:00:00,IN,EMP-1058,Biometric,0,G1100R0830,Haritha Hospitals
EMP-1058,2025-05-29 00:00:00,OUT,EMP-1058,Biometric,0,G1100R0830,Haritha Hospitals
EMP-1058,2025-05-30 11:00:00,IN,EMP-1058,Biometric,0,G1100R0830,Haritha Hospitals
EMP-1058,2025-05-30 20:00:00,OUT,EMP-1058,Biometric,0,G1100R0830,Haritha Hospitals
EMP-1058,2025-05-31 09:42:54,IN,EMP-1058,Biometric,0,G1100R0830,Haritha Hospitals
EMP-1058,2025-05-31 20:25:17,OUT,EMP-1058,Biometric,0,G1100R0830,Haritha Hospitals
EMP-1058,2025-06-01 00:00:00,IN,EMP-1058,Biometric,0,,Haritha Hospitals
EMP-1058,2025-06-01 00:00:00,OUT,EMP-1058,Biometric,0,,Haritha Hospitals
EMP-1058,2025-06-02 16:01:27,IN,EMP-1058,Biometric,0,G1100R0830,Haritha Hospitals
EMP-1058,2025-06-02 20:37:40,OUT,EMP-1058,Biometric,0,G1100R0830,Haritha Hospitals
EMP-1058,2025-06-03 11:00:00,IN,EMP-1058,Biometric,0,G1100R0830,Haritha Hospitals
EMP-1058,2025-06-03 20:00:00,OUT,EMP-1058,Biometric,0,G1100R0830,Haritha Hospitals
EMP-1058,2025-06-04 11:00:04,IN,EMP-1058,Biometric,0,G1100R0830,Haritha Hospitals
EMP-1058,2025-06-04 20:55:18,OUT,EMP-1058,Biometric,0,G1100R0830,Haritha Hospitals
EMP-1058,2025-06-05 11:56:27,IN,EMP-1058,Biometric,0,A1200R0830,Haritha Hospitals
EMP-1058,2025-06-05 20:31:32,OUT,EMP-1058,Biometric,0,A1200R0830,Haritha Hospitals
EMP-1058,2025-06-06 10:06:13,IN,EMP-1058,Biometric,0,G1100R0830,Haritha Hospitals
EMP-1058,2025-06-06 20:29:17,OUT,EMP-1058,Biometric,0,G1100R0830,Haritha Hospitals
EMP-1058,2025-06-07 11:03:35,IN,EMP-1058,Biometric,0,G1100R0830,Haritha Hospitals
EMP-1058,2025-06-07 20:31:12,OUT,EMP-1058,Biometric,0,G1100R0830,Haritha Hospitals
EMP-1058,2025-06-08 00:00:00,IN,EMP-1058,Biometric,0,,Haritha Hospitals
EMP-1058,2025-06-08 00:00:00,OUT,EMP-1058,Biometric,0,,Haritha Hospitals
EMP-1058,2025-06-09 08:00:00,IN,EMP-1058,Biometric,0,G1100R0830,Haritha Hospitals
EMP-1058,2025-06-09 17:00:00,OUT,EMP-1058,Biometric,0,G1100R0830,Haritha Hospitals
EMP-1058,2025-06-10 11:23:50,IN,EMP-1058,Biometric,0,G1100R0830,Haritha Hospitals
EMP-1058,2025-06-10 20:42:39,OUT,EMP-1058,Biometric,0,G1100R0830,Haritha Hospitals
EMP-1058,2025-06-11 10:53:05,IN,EMP-1058,Biometric,0,G1100R0830,Haritha Hospitals
EMP-1058,2025-06-11 21:38:15,OUT,EMP-1058,Biometric,0,G1100R0830,Haritha Hospitals
EMP-1058,2025-06-12 08:48:20,IN,EMP-1058,Biometric,0,G0900R0900,Haritha Hospitals
EMP-1058,2025-06-12 20:24:11,OUT,EMP-1058,Biometric,0,G0900R0900,Haritha Hospitals
EMP-1058,2025-06-13 08:28:55,IN,EMP-1058,Biometric,0,G1100R0830,Haritha Hospitals
EMP-1058,2025-06-13 20:39:38,OUT,EMP-1058,Biometric,0,G1100R0830,Haritha Hospitals
EMP-1058,2025-06-14 09:04:14,IN,EMP-1058,Biometric,0,G0900R0830,Haritha Hospitals
EMP-1058,2025-06-14 19:28:52,OUT,EMP-1058,Biometric,0,G0900R0830,Haritha Hospitals
EMP-1058,2025-06-15 00:00:00,IN,EMP-1058,Biometric,0,,Haritha Hospitals
EMP-1058,2025-06-15 00:00:00,OUT,EMP-1058,Biometric,0,,Haritha Hospitals
EMP-1058,2025-06-16 11:00:00,IN,EMP-1058,Biometric,0,G1100R0830,Haritha Hospitals
EMP-1058,2025-06-16 20:00:00,OUT,EMP-1058,Biometric,0,G1100R0830,Haritha Hospitals
EMP-1058,2025-06-17 07:48:17,IN,EMP-1058,Biometric,0,G1100R0830,Haritha Hospitals
EMP-1058,2025-06-17 17:48:13,OUT,EMP-1058,Biometric,0,G1100R0830,Haritha Hospitals
EMP-1058,2025-06-18 11:00:00,IN,EMP-1058,Biometric,0,G1100R0830,Haritha Hospitals
EMP-1058,2025-06-18 20:00:00,OUT,EMP-1058,Biometric,0,G1100R0830,Haritha Hospitals
EMP-1058,2025-06-19 11:08:01,IN,EMP-1058,Biometric,0,A1200R0830,Haritha Hospitals
EMP-1058,2025-06-19 23:25:41,OUT,EMP-1058,Biometric,0,A1200R0830,Haritha Hospitals
EMP-1058,2025-06-20 11:36:20,IN,EMP-1058,Biometric,0,A1200R0830,Haritha Hospitals
EMP-1058,2025-06-20 22:19:55,OUT,EMP-1058,Biometric,0,A1200R0830,Haritha Hospitals
EMP-1058,2025-06-21 11:26:09,IN,EMP-1058,Biometric,0,G1100R0830,Haritha Hospitals
EMP-1058,2025-06-21 22:29:06,OUT,EMP-1058,Biometric,0,G1100R0830,Haritha Hospitals
EMP-1058,2025-06-22 07:28:45,IN,EMP-1058,Biometric,0,,Haritha Hospitals
EMP-1058,2025-06-22 20:12:15,OUT,EMP-1058,Biometric,0,,Haritha Hospitals
EMP-1058,2025-06-23 09:20:30,IN,EMP-1058,Biometric,0,G1100R0830,Haritha Hospitals
EMP-1058,2025-06-23 20:23:17,OUT,EMP-1058,Biometric,0,G1100R0830,Haritha Hospitals
EMP-1058,2025-06-24 09:00:00,IN,EMP-1058,Biometric,0,G0900R0830,Haritha Hospitals
EMP-1058,2025-06-24 18:00:00,OUT,EMP-1058,Biometric,0,G0900R0830,Haritha Hospitals
EMP-1059,2025-05-26 20:25:32,IN,EMP-1059,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1059,2025-05-26 08:29:54,OUT,EMP-1059,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1059,2025-05-27 20:00:00,IN,EMP-1059,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1059,2025-05-27 08:00:00,OUT,EMP-1059,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1059,2025-05-28 20:19:34,IN,EMP-1059,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1059,2025-05-28 08:50:52,OUT,EMP-1059,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1059,2025-05-29 20:31:53,IN,EMP-1059,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1059,2025-05-29 08:30:20,OUT,EMP-1059,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1059,2025-05-30 20:15:20,IN,EMP-1059,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1059,2025-05-30 08:36:13,OUT,EMP-1059,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1059,2025-05-31 20:29:37,IN,EMP-1059,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1059,2025-05-31 08:37:32,OUT,EMP-1059,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1059,2025-06-01 20:08:27,IN,EMP-1059,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1059,2025-06-01 08:11:35,OUT,EMP-1059,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1059,2025-06-02 20:38:04,IN,EMP-1059,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1059,2025-06-02 08:56:53,OUT,EMP-1059,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1059,2025-06-03 20:28:33,IN,EMP-1059,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1059,2025-06-03 08:44:06,OUT,EMP-1059,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1059,2025-06-04 08:44:06,IN,EMP-1059,Biometric,0,,Haritha Hospitals
EMP-1059,2025-06-04 08:44:06,OUT,EMP-1059,Biometric,0,,Haritha Hospitals
EMP-1059,2025-06-05 13:45:56,IN,EMP-1059,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1059,2025-06-05 20:20:04,OUT,EMP-1059,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1059,2025-06-06 14:00:07,IN,EMP-1059,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1059,2025-06-06 20:21:50,OUT,EMP-1059,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1059,2025-06-07 07:58:19,IN,EMP-1059,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1059,2025-06-07 14:16:16,OUT,EMP-1059,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1059,2025-06-08 08:07:22,IN,EMP-1059,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1059,2025-06-08 14:16:40,OUT,EMP-1059,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1059,2025-06-09 07:58:43,IN,EMP-1059,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1059,2025-06-09 14:35:14,OUT,EMP-1059,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1059,2025-06-10 08:13:24,IN,EMP-1059,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1059,2025-06-10 14:22:09,OUT,EMP-1059,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1059,2025-06-11 00:00:00,IN,EMP-1059,Biometric,0,,Haritha Hospitals
EMP-1059,2025-06-11 00:00:00,OUT,EMP-1059,Biometric,0,,Haritha Hospitals
EMP-1059,2025-06-12 14:09:42,IN,EMP-1059,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1059,2025-06-12 20:48:03,OUT,EMP-1059,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1059,2025-06-13 13:44:53,IN,EMP-1059,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1059,2025-06-13 20:24:51,OUT,EMP-1059,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1059,2025-06-14 14:03:30,IN,EMP-1059,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1059,2025-06-14 20:42:47,OUT,EMP-1059,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1059,2025-06-15 14:00:00,IN,EMP-1059,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1059,2025-06-15 20:00:00,OUT,EMP-1059,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1059,2025-06-16 00:00:00,IN,EMP-1059,Biometric,0,,Haritha Hospitals
EMP-1059,2025-06-16 00:00:00,OUT,EMP-1059,Biometric,0,,Haritha Hospitals
EMP-1059,2025-06-17 08:05:43,IN,EMP-1059,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1059,2025-06-17 14:35:18,OUT,EMP-1059,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1059,2025-06-18 14:01:26,IN,EMP-1059,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1059,2025-06-18 20:17:22,OUT,EMP-1059,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1059,2025-06-19 08:05:37,IN,EMP-1059,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1059,2025-06-19 14:18:38,OUT,EMP-1059,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1059,2025-06-20 07:58:53,IN,EMP-1059,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1059,2025-06-20 14:39:17,OUT,EMP-1059,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1059,2025-06-21 08:00:00,IN,EMP-1059,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1059,2025-06-21 14:00:00,OUT,EMP-1059,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1059,2025-06-22 08:06:13,IN,EMP-1059,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1059,2025-06-22 14:22:05,OUT,EMP-1059,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1059,2025-06-23 00:00:00,IN,EMP-1059,Biometric,0,,Haritha Hospitals
EMP-1059,2025-06-23 00:00:00,OUT,EMP-1059,Biometric,0,,Haritha Hospitals
EMP-1059,2025-06-24 14:00:00,IN,EMP-1059,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1059,2025-06-24 20:00:00,OUT,EMP-1059,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1060,2025-05-26 08:15:53,IN,EMP-1060,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1060,2025-05-26 20:55:05,OUT,EMP-1060,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1060,2025-05-27 00:00:00,IN,EMP-1060,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1060,2025-05-27 00:00:00,OUT,EMP-1060,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1060,2025-05-28 20:02:46,IN,EMP-1060,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1060,2025-05-28 09:55:55,OUT,EMP-1060,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1060,2025-05-29 20:06:13,IN,EMP-1060,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1060,2025-05-29 09:35:11,OUT,EMP-1060,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1060,2025-05-30 20:17:29,IN,EMP-1060,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1060,2025-05-30 09:40:04,OUT,EMP-1060,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1060,2025-05-31 20:10:46,IN,EMP-1060,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1060,2025-05-31 09:08:40,OUT,EMP-1060,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1060,2025-06-01 20:12:51,IN,EMP-1060,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1060,2025-06-01 09:37:11,OUT,EMP-1060,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1060,2025-06-02 20:04:29,IN,EMP-1060,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1060,2025-06-02 08:44:23,OUT,EMP-1060,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1060,2025-06-03 20:19:32,IN,EMP-1060,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1060,2025-06-03 09:28:57,OUT,EMP-1060,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1060,2025-06-04 20:14:05,IN,EMP-1060,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1060,2025-06-04 09:23:42,OUT,EMP-1060,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1060,2025-06-05 20:19:22,IN,EMP-1060,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1060,2025-06-05 09:44:48,OUT,EMP-1060,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1060,2025-06-06 20:20:50,IN,EMP-1060,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1060,2025-06-06 09:50:29,OUT,EMP-1060,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1060,2025-06-07 20:22:24,IN,EMP-1060,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1060,2025-06-07 09:31:21,OUT,EMP-1060,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1060,2025-06-08 09:31:21,IN,EMP-1060,Biometric,0,,Haritha Hospitals
EMP-1060,2025-06-08 09:31:21,OUT,EMP-1060,Biometric,0,,Haritha Hospitals
EMP-1060,2025-06-09 00:00:00,IN,EMP-1060,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1060,2025-06-09 00:00:00,OUT,EMP-1060,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1060,2025-06-10 00:00:00,IN,EMP-1060,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1060,2025-06-10 00:00:00,OUT,EMP-1060,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1060,2025-06-11 00:00:00,IN,EMP-1060,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1060,2025-06-11 00:00:00,OUT,EMP-1060,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1060,2025-06-12 14:08:59,IN,EMP-1060,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1060,2025-06-12 21:44:00,OUT,EMP-1060,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1060,2025-06-13 08:18:36,IN,EMP-1060,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1060,2025-06-13 08:18:36,OUT,EMP-1060,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1060,2025-06-14 19:00:00,IN,EMP-1060,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1060,2025-06-14 19:00:00,OUT,EMP-1060,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1060,2025-06-15 14:14:14,IN,EMP-1060,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1060,2025-06-15 21:31:16,OUT,EMP-1060,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1060,2025-06-16 08:06:13,IN,EMP-1060,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1060,2025-06-16 21:52:21,OUT,EMP-1060,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1060,2025-06-17 14:15:13,IN,EMP-1060,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1060,2025-06-17 21:57:32,OUT,EMP-1060,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1060,2025-06-18 00:00:00,IN,EMP-1060,Biometric,0,,Haritha Hospitals
EMP-1060,2025-06-18 00:00:00,OUT,EMP-1060,Biometric,0,,Haritha Hospitals
EMP-1060,2025-06-19 08:01:58,IN,EMP-1060,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1060,2025-06-19 21:22:22,OUT,EMP-1060,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1060,2025-06-20 08:08:39,IN,EMP-1060,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1060,2025-06-20 15:33:15,OUT,EMP-1060,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1060,2025-06-21 08:10:42,IN,EMP-1060,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1060,2025-06-21 15:49:04,OUT,EMP-1060,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1060,2025-06-22 08:20:01,IN,EMP-1060,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1060,2025-06-22 15:11:22,OUT,EMP-1060,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1060,2025-06-23 00:00:00,IN,EMP-1060,Biometric,0,,Haritha Hospitals
EMP-1060,2025-06-23 00:00:00,OUT,EMP-1060,Biometric,0,,Haritha Hospitals
EMP-1060,2025-06-24 08:05:00,IN,EMP-1060,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1060,2025-06-24 15:41:57,OUT,EMP-1060,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1061,2025-05-26 20:04:57,IN,EMP-1061,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1061,2025-05-26 08:42:04,OUT,EMP-1061,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1061,2025-05-27 08:42:04,IN,EMP-1061,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1061,2025-05-27 08:42:04,OUT,EMP-1061,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1061,2025-05-28 13:39:23,IN,EMP-1061,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1061,2025-05-28 20:29:20,OUT,EMP-1061,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1061,2025-05-29 13:14:47,IN,EMP-1061,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1061,2025-05-29 20:28:28,OUT,EMP-1061,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1061,2025-05-30 14:00:00,IN,EMP-1061,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1061,2025-05-30 20:00:00,OUT,EMP-1061,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1061,2025-05-31 08:02:56,IN,EMP-1061,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1061,2025-05-31 14:51:22,OUT,EMP-1061,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1061,2025-06-01 00:00:00,IN,EMP-1061,Biometric,0,,Haritha Hospitals
EMP-1061,2025-06-01 00:00:00,OUT,EMP-1061,Biometric,0,,Haritha Hospitals
EMP-1061,2025-06-02 08:15:12,IN,EMP-1061,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1061,2025-06-02 14:59:18,OUT,EMP-1061,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1061,2025-06-03 13:26:52,IN,EMP-1061,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1061,2025-06-03 20:54:10,OUT,EMP-1061,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1061,2025-06-04 20:13:58,IN,EMP-1061,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1061,2025-06-04 09:23:37,OUT,EMP-1061,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1061,2025-06-05 20:19:15,IN,EMP-1061,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1061,2025-06-05 10:04:28,OUT,EMP-1061,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1061,2025-06-06 10:04:28,IN,EMP-1061,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1061,2025-06-06 10:04:28,OUT,EMP-1061,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1061,2025-06-07 08:04:29,IN,EMP-1061,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1061,2025-06-07 15:20:59,OUT,EMP-1061,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1061,2025-06-08 07:59:33,IN,EMP-1061,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1061,2025-06-08 14:57:11,OUT,EMP-1061,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1061,2025-06-09 00:00:00,IN,EMP-1061,Biometric,0,,Haritha Hospitals
EMP-1061,2025-06-09 00:00:00,OUT,EMP-1061,Biometric,0,,Haritha Hospitals
EMP-1061,2025-06-10 14:11:15,IN,EMP-1061,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1061,2025-06-10 20:57:30,OUT,EMP-1061,Biometric,0,A1400R0600,Haritha Hospitals
EMP-1061,2025-06-11 08:06:46,IN,EMP-1061,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1061,2025-06-11 15:07:47,OUT,EMP-1061,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1061,2025-06-12 08:08:37,IN,EMP-1061,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1061,2025-06-12 14:51:04,OUT,EMP-1061,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1061,2025-06-13 08:11:03,IN,EMP-1061,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1061,2025-06-13 14:33:05,OUT,EMP-1061,Biometric,0,M0800R0600,Haritha Hospitals
EMP-1061,2025-06-14 00:00:00,IN,EMP-1061,Biometric,0,,Haritha Hospitals
EMP-1061,2025-06-14 00:00:00,OUT,EMP-1061,Biometric,0,,Haritha Hospitals
EMP-1061,2025-06-15 20:17:25,IN,EMP-1061,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1061,2025-06-15 09:07:35,OUT,EMP-1061,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1061,2025-06-16 20:11:15,IN,EMP-1061,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1061,2025-06-16 08:54:40,OUT,EMP-1061,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1061,2025-06-17 20:12:09,IN,EMP-1061,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1061,2025-06-17 09:05:44,OUT,EMP-1061,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1061,2025-06-18 20:13:35,IN,EMP-1061,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1061,2025-06-18 09:02:33,OUT,EMP-1061,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1061,2025-06-19 20:12:12,IN,EMP-1061,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1061,2025-06-19 08:53:11,OUT,EMP-1061,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1061,2025-06-20 20:10:00,IN,EMP-1061,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1061,2025-06-20 08:47:22,OUT,EMP-1061,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1061,2025-06-21 20:15:39,IN,EMP-1061,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1061,2025-06-21 08:48:32,OUT,EMP-1061,Biometric,0,N2000R1200,Haritha Hospitals
EMP-1061,2025-06-22 08:48:32,IN,EMP-1061,Biometric,0,,Haritha Hospitals
