# Haritha Hospitals - Schema + Data
# Entity: Attendance
# Generated: 2026-08-19 19:31 IST

## Schema
Entity,Field,Type,Required,Description,Example,Valid Values / Notes
Attendance,employee,Link,Yes,Employee,EMP-001,Link → Employee
Attendance,attendance_date,Date,Yes,Date of attendance,2025-05-26,ISO date
Attendance,status,Select,Yes,Attendance status,Present,Present/Absent/On Leave/Half Day/Work From Home/Weekly Off/Holiday/Optional Holiday
Attendance,shift,Link,No,Shift type,Morning Regular 06:00-14:00,Link → Shift Type
Attendance,leave_type,Link,No,Leave type if On Leave / Half Day,Casual Leave,Link → Leave Type
Attendance,leave_application,Link,No,Leave application linkage,LAP-001,Link → Leave Application
Attendance,late_entry_by,Int,No,Minutes late (custom field — 0 if not late),0,Custom Field (Rule #9 from day 1)
Attendance,early_out_by,Int,No,Minutes early (custom field — 0 if not early),0,Custom Field (Rule #9 from day 1)
Attendance,is_wfh,Check,No,Work from home flag (custom field — fixes pberpqa gap),0,Custom Field 0/1
Attendance,company,Link,Yes,Company,Haritha Hospitals,Link → Company

## Data
employee,attendance_date,status,shift,leave_type,leave_application,late_entry_by,early_out_by,is_wfh,company
EMP-1050,2025-06-06,Present,G1100R0830,,,0,0,0,Haritha Hospitals
EMP-1050,2025-06-07,On Leave,G1100R0830,,,0,0,0,Haritha Hospitals
EMP-1050,2025-06-08,Weekly Off,,,,0,0,0,Haritha Hospitals
EMP-1050,2025-06-09,Present,G0930R0830,,,0,0,0,Haritha Hospitals
EMP-1050,2025-06-10,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1050,2025-06-11,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1050,2025-06-12,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1050,2025-06-13,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1050,2025-06-14,Present,G0930R0830,,,0,0,0,Haritha Hospitals
EMP-1050,2025-06-15,Weekly Off,,,,0,0,0,Haritha Hospitals
EMP-1050,2025-06-16,Present,G0930R0830,,,0,0,0,Haritha Hospitals
EMP-1050,2025-06-17,Present,G0930R0830,,,0,0,0,Haritha Hospitals
EMP-1050,2025-06-18,Present,G0930R0830,,,0,0,0,Haritha Hospitals
EMP-1050,2025-06-19,Present,G0930R0830,,,0,0,0,Haritha Hospitals
EMP-1050,2025-06-20,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1050,2025-06-21,On Leave,G0930R0830,,,0,0,0,Haritha Hospitals
EMP-1050,2025-06-22,Present,,,,0,0,0,Haritha Hospitals
EMP-1050,2025-06-23,Present,G1100R0830,,,0,0,0,Haritha Hospitals
EMP-1050,2025-06-24,Present,G1100R0830,,,0,0,0,Haritha Hospitals
EMP-1051,2025-05-26,Present,N1700S1600,,,0,0,0,Haritha Hospitals
EMP-1051,2025-05-27,Absent,G0900R0800,,,0,0,0,Haritha Hospitals
EMP-1051,2025-05-28,Present,N1700S1600,,,0,0,0,Haritha Hospitals
EMP-1051,2025-05-29,Absent,G0900R0800,,,0,0,0,Haritha Hospitals
EMP-1051,2025-05-30,Present,N1700S1600,,,0,0,0,Haritha Hospitals
EMP-1051,2025-05-31,Absent,G0900R0800,,,0,0,0,Haritha Hospitals
EMP-1051,2025-06-01,Present,N1700S1600,,,0,0,0,Haritha Hospitals
EMP-1051,2025-06-02,Present,G0900R0830,,,0,0,0,Haritha Hospitals
EMP-1051,2025-06-03,Present,N1700S1600,,,0,0,0,Haritha Hospitals
EMP-1051,2025-06-04,Absent,G0900R0800,,,0,0,0,Haritha Hospitals
EMP-1051,2025-06-05,Weekly Off,,,,0,0,0,Haritha Hospitals
EMP-1051,2025-06-06,On Leave,N1700S1600,,,0,0,0,Haritha Hospitals
EMP-1051,2025-06-07,Present,G0900R0830,,,0,0,0,Haritha Hospitals
EMP-1051,2025-06-08,Present,N1700S1600,,,0,0,0,Haritha Hospitals
EMP-1051,2025-06-09,Present,N1700S1600,,,0,0,0,Haritha Hospitals
EMP-1051,2025-06-10,Present,G0900R0800,,,0,0,0,Haritha Hospitals
EMP-1051,2025-06-11,Present,N1700S1600,,,0,0,0,Haritha Hospitals
EMP-1051,2025-06-12,Present,G0900R0800,,,0,0,0,Haritha Hospitals
EMP-1051,2025-06-13,Present,N1700S1600,,,0,0,0,Haritha Hospitals
EMP-1051,2025-06-14,Absent,G0900R0800,,,0,0,0,Haritha Hospitals
EMP-1051,2025-06-15,Weekly Off,,,,0,0,0,Haritha Hospitals
EMP-1051,2025-06-16,Absent,N1700S1600,,,0,0,0,Haritha Hospitals
EMP-1051,2025-06-17,Present,G0900R0800,,,0,0,0,Haritha Hospitals
EMP-1051,2025-06-18,Present,N1700S1600,,,0,0,0,Haritha Hospitals
EMP-1051,2025-06-19,Absent,G0900R0800,,,0,0,0,Haritha Hospitals
EMP-1051,2025-06-20,Present,N1700S1600,,,0,0,0,Haritha Hospitals
EMP-1051,2025-06-21,Present,G0900R0800,,,0,0,0,Haritha Hospitals
EMP-1051,2025-06-22,Present,N1700S1600,,,0,0,0,Haritha Hospitals
EMP-1051,2025-06-23,Absent,G0900R0800,,,0,0,0,Haritha Hospitals
EMP-1051,2025-06-24,Weekly Off,,,,0,0,0,Haritha Hospitals
EMP-1052,2025-05-26,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1052,2025-05-27,On Leave,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1052,2025-05-28,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1052,2025-05-29,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1052,2025-05-30,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1052,2025-05-31,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1052,2025-06-01,Weekly Off,,,,0,0,0,Haritha Hospitals
EMP-1052,2025-06-02,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1052,2025-06-03,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1052,2025-06-04,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1052,2025-06-05,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1052,2025-06-06,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1052,2025-06-07,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1052,2025-06-08,Weekly Off,,,,0,0,0,Haritha Hospitals
EMP-1052,2025-06-09,On Leave,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1052,2025-06-10,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1052,2025-06-11,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1052,2025-06-12,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1052,2025-06-13,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1052,2025-06-14,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1052,2025-06-15,Weekly Off,,,,0,0,0,Haritha Hospitals
EMP-1052,2025-06-16,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1052,2025-06-17,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1052,2025-06-18,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1052,2025-06-19,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1052,2025-06-20,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1052,2025-06-21,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1052,2025-06-22,Weekly Off,,,,0,0,0,Haritha Hospitals
EMP-1052,2025-06-23,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1052,2025-06-24,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1053,2025-05-26,Present,G0930R0830,,,0,0,0,Haritha Hospitals
EMP-1053,2025-05-27,Present,G0930R0830,,,0,0,0,Haritha Hospitals
EMP-1053,2025-05-28,Present,G0930R0830,,,0,0,0,Haritha Hospitals
EMP-1053,2025-05-29,Present,G0930R0830,,,0,0,0,Haritha Hospitals
EMP-1053,2025-05-30,Present,G0930R0830,,,0,0,0,Haritha Hospitals
EMP-1053,2025-05-31,Present,G0930R0830,,,0,0,0,Haritha Hospitals
EMP-1053,2025-06-01,Weekly Off,,,,0,0,0,Haritha Hospitals
EMP-1053,2025-06-02,Present,G0930R0830,,,0,0,0,Haritha Hospitals
EMP-1053,2025-06-03,Present,G0930R0830,,,0,0,0,Haritha Hospitals
EMP-1053,2025-06-04,Present,G0930R0830,,,0,0,0,Haritha Hospitals
EMP-1053,2025-06-05,Present,G0930R0830,,,0,0,0,Haritha Hospitals
EMP-1053,2025-06-06,Present,G0930R0830,,,0,0,0,Haritha Hospitals
EMP-1053,2025-06-07,On Leave,G0930R0830,,,0,0,0,Haritha Hospitals
EMP-1053,2025-06-08,Weekly Off,,,,0,0,0,Haritha Hospitals
EMP-1053,2025-06-09,Present,G0930R0830,,,0,0,0,Haritha Hospitals
EMP-1053,2025-06-10,Present,G0930R0830,,,0,0,0,Haritha Hospitals
EMP-1053,2025-06-11,Present,G0930R0830,,,0,0,0,Haritha Hospitals
EMP-1053,2025-06-12,Present,G0930R0830,,,0,0,0,Haritha Hospitals
EMP-1053,2025-06-13,Present,G0930R0830,,,0,0,0,Haritha Hospitals
EMP-1053,2025-06-14,Present,G0930R0830,,,0,0,0,Haritha Hospitals
EMP-1053,2025-06-15,Weekly Off,,,,0,0,0,Haritha Hospitals
EMP-1053,2025-06-16,Present,G0930R0830,,,0,0,0,Haritha Hospitals
EMP-1053,2025-06-17,Present,G0930R0830,,,0,0,0,Haritha Hospitals
EMP-1053,2025-06-18,Present,G0930R0830,,,0,0,0,Haritha Hospitals
EMP-1053,2025-06-19,Present,G0930R0830,,,0,0,0,Haritha Hospitals
EMP-1053,2025-06-20,Present,G0930R0830,,,0,0,0,Haritha Hospitals
EMP-1053,2025-06-21,Present,G0930R0830,,,0,0,0,Haritha Hospitals
EMP-1053,2025-06-22,Present,,,,0,0,0,Haritha Hospitals
EMP-1053,2025-06-23,Present,G0930R0830,,,0,0,0,Haritha Hospitals
EMP-1053,2025-06-24,Present,G0930R0830,,,0,0,0,Haritha Hospitals
EMP-1054,2025-05-26,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1054,2025-05-27,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1054,2025-05-28,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1054,2025-05-29,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1054,2025-05-30,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1054,2025-05-31,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1054,2025-06-01,Weekly Off,,,,0,0,0,Haritha Hospitals
EMP-1054,2025-06-02,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1054,2025-06-03,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1054,2025-06-04,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1054,2025-06-05,On Leave,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1054,2025-06-06,On Leave,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1054,2025-06-07,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1054,2025-06-08,Weekly Off,,,,0,0,0,Haritha Hospitals
EMP-1054,2025-06-09,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1054,2025-06-10,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1054,2025-06-11,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1054,2025-06-12,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1054,2025-06-13,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1054,2025-06-14,On Leave,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1054,2025-06-15,Weekly Off,,,,0,0,0,Haritha Hospitals
EMP-1054,2025-06-16,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1054,2025-06-17,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1054,2025-06-18,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1054,2025-06-19,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1054,2025-06-20,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1054,2025-06-21,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1054,2025-06-22,Weekly Off,,,,0,0,0,Haritha Hospitals
EMP-1054,2025-06-23,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1054,2025-06-24,Present,G1000R0830,,,0,0,0,Haritha Hospitals
EMP-1055,2025-05-26,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1055,2025-05-27,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1055,2025-05-28,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1055,2025-05-29,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1055,2025-05-30,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1055,2025-05-31,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1055,2025-06-01,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1055,2025-06-02,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1055,2025-06-03,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1055,2025-06-04,Weekly Off,,,,0,0,0,Haritha Hospitals
EMP-1055,2025-06-05,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1055,2025-06-06,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1055,2025-06-07,Present,M0800R0600,,,0,0,0,Haritha Hospitals
EMP-1055,2025-06-08,Present,M0800R0600,,,0,0,0,Haritha Hospitals
EMP-1055,2025-06-09,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1055,2025-06-10,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1055,2025-06-11,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1055,2025-06-12,Weekly Off,,,,0,0,0,Haritha Hospitals
EMP-1055,2025-06-13,Present,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1055,2025-06-14,Weekly Off,,,,0,0,0,Haritha Hospitals
EMP-1055,2025-06-15,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1055,2025-06-16,Present,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1055,2025-06-17,Present,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1055,2025-06-18,Present,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1055,2025-06-19,Present,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1055,2025-06-20,Present,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1055,2025-06-21,Present,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1055,2025-06-22,Weekly Off,,,,0,0,0,Haritha Hospitals
EMP-1055,2025-06-23,On Leave,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1055,2025-06-24,Absent,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1056,2025-05-26,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1056,2025-05-27,Present,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1056,2025-05-28,Present,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1056,2025-05-29,Present,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1056,2025-05-30,Present,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1056,2025-05-31,Present,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1056,2025-06-01,Present,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1056,2025-06-02,Present,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1056,2025-06-03,Present,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1056,2025-06-04,Present,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1056,2025-06-05,Present,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1056,2025-06-06,Weekly Off,,,,0,0,0,Haritha Hospitals
EMP-1056,2025-06-07,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1056,2025-06-08,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1056,2025-06-09,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1056,2025-06-10,Weekly Off,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1056,2025-06-11,Weekly Off,,,,0,0,0,Haritha Hospitals
EMP-1056,2025-06-12,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1056,2025-06-13,On Leave,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1056,2025-06-14,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1056,2025-06-15,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1056,2025-06-16,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1056,2025-06-17,Weekly Off,,,,0,0,0,Haritha Hospitals
EMP-1056,2025-06-18,Present,M0800R0600,,,0,0,0,Haritha Hospitals
EMP-1056,2025-06-19,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1056,2025-06-20,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1056,2025-06-21,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1056,2025-06-22,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1056,2025-06-23,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1056,2025-06-24,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1057,2025-05-26,Half Day,G0900R0830,,,0,0,0,Haritha Hospitals
EMP-1057,2025-05-27,Present,G0900R0830,,,0,0,0,Haritha Hospitals
EMP-1057,2025-05-28,Present,G0900R0830,,,0,0,0,Haritha Hospitals
EMP-1057,2025-05-29,Present,G0900R0830,,,0,0,0,Haritha Hospitals
EMP-1057,2025-05-30,On Leave,G0900R0830,,,0,0,0,Haritha Hospitals
EMP-1057,2025-05-31,Present,G0900R0830,,,0,0,0,Haritha Hospitals
EMP-1057,2025-06-01,Weekly Off,,,,0,0,0,Haritha Hospitals
EMP-1057,2025-06-02,Present,G0900R0830,,,0,0,0,Haritha Hospitals
EMP-1057,2025-06-03,Present,G0900R0830,,,0,0,0,Haritha Hospitals
EMP-1057,2025-06-04,Present,G0900R0830,,,0,0,0,Haritha Hospitals
EMP-1057,2025-06-05,Present,G0900R0830,,,0,0,0,Haritha Hospitals
EMP-1057,2025-06-06,Present,G0900R0830,,,0,0,0,Haritha Hospitals
EMP-1057,2025-06-07,On Leave,G0900R0830,,,0,0,0,Haritha Hospitals
EMP-1057,2025-06-08,Weekly Off,,,,0,0,0,Haritha Hospitals
EMP-1057,2025-06-09,Present,G0900R0830,,,0,0,0,Haritha Hospitals
EMP-1057,2025-06-10,Present,G0900R0830,,,0,0,0,Haritha Hospitals
EMP-1057,2025-06-11,Present,G0900R0830,,,0,0,0,Haritha Hospitals
EMP-1057,2025-06-12,Present,G0900R0830,,,0,0,0,Haritha Hospitals
EMP-1057,2025-06-13,Present,G0900R0830,,,0,0,0,Haritha Hospitals
EMP-1057,2025-06-14,Present,G0900R0830,,,0,0,0,Haritha Hospitals
EMP-1057,2025-06-15,Weekly Off,,,,0,0,0,Haritha Hospitals
EMP-1057,2025-06-16,Present,G0900R0830,,,0,0,0,Haritha Hospitals
EMP-1057,2025-06-17,Present,G0900R0830,,,0,0,0,Haritha Hospitals
EMP-1057,2025-06-18,Present,G0900R0830,,,0,0,0,Haritha Hospitals
EMP-1057,2025-06-19,Present,G0900R0830,,,0,0,0,Haritha Hospitals
EMP-1057,2025-06-20,Present,G0900R0830,,,0,0,0,Haritha Hospitals
EMP-1057,2025-06-21,Present,G0900R0830,,,0,0,0,Haritha Hospitals
EMP-1057,2025-06-22,Weekly Off,,,,0,0,0,Haritha Hospitals
EMP-1057,2025-06-23,Present,G0900R0830,,,0,0,0,Haritha Hospitals
EMP-1057,2025-06-24,Present,G0900R0830,,,0,0,0,Haritha Hospitals
EMP-1058,2025-05-26,Present,G1100R0830,,,0,0,0,Haritha Hospitals
EMP-1058,2025-05-27,Present,G1100R0830,,,0,0,0,Haritha Hospitals
EMP-1058,2025-05-28,On Leave,G1100R0830,,,0,0,0,Haritha Hospitals
EMP-1058,2025-05-29,On Leave,G1100R0830,,,0,0,0,Haritha Hospitals
EMP-1058,2025-05-30,Present,G1100R0830,,,0,0,0,Haritha Hospitals
EMP-1058,2025-05-31,Present,G1100R0830,,,0,0,0,Haritha Hospitals
EMP-1058,2025-06-01,Weekly Off,,,,0,0,0,Haritha Hospitals
EMP-1058,2025-06-02,Half Day,G1100R0830,,,0,0,0,Haritha Hospitals
EMP-1058,2025-06-03,Present,G1100R0830,,,0,0,0,Haritha Hospitals
EMP-1058,2025-06-04,Present,G1100R0830,,,0,0,0,Haritha Hospitals
EMP-1058,2025-06-05,Present,A1200R0830,,,0,0,0,Haritha Hospitals
EMP-1058,2025-06-06,Present,G1100R0830,,,0,0,0,Haritha Hospitals
EMP-1058,2025-06-07,Present,G1100R0830,,,0,0,0,Haritha Hospitals
EMP-1058,2025-06-08,Weekly Off,,,,0,0,0,Haritha Hospitals
EMP-1058,2025-06-09,Present,G1100R0830,,,0,0,0,Haritha Hospitals
EMP-1058,2025-06-10,Present,G1100R0830,,,0,0,0,Haritha Hospitals
EMP-1058,2025-06-11,Present,G1100R0830,,,0,0,0,Haritha Hospitals
EMP-1058,2025-06-12,Present,G0900R0900,,,0,0,0,Haritha Hospitals
EMP-1058,2025-06-13,Present,G1100R0830,,,0,0,0,Haritha Hospitals
EMP-1058,2025-06-14,Present,G0900R0830,,,0,0,0,Haritha Hospitals
EMP-1058,2025-06-15,Weekly Off,,,,0,0,0,Haritha Hospitals
EMP-1058,2025-06-16,Present,G1100R0830,,,0,0,0,Haritha Hospitals
EMP-1058,2025-06-17,Present,G1100R0830,,,0,0,0,Haritha Hospitals
EMP-1058,2025-06-18,Present,G1100R0830,,,0,0,0,Haritha Hospitals
EMP-1058,2025-06-19,Present,A1200R0830,,,0,0,0,Haritha Hospitals
EMP-1058,2025-06-20,Present,A1200R0830,,,0,0,0,Haritha Hospitals
EMP-1058,2025-06-21,Present,G1100R0830,,,0,0,0,Haritha Hospitals
EMP-1058,2025-06-22,Present,,,,0,0,0,Haritha Hospitals
EMP-1058,2025-06-23,Present,G1100R0830,,,0,0,0,Haritha Hospitals
EMP-1058,2025-06-24,Present,G0900R0830,,,0,0,0,Haritha Hospitals
EMP-1059,2025-05-26,Present,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1059,2025-05-27,Present,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1059,2025-05-28,Present,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1059,2025-05-29,Half Day,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1059,2025-05-30,Present,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1059,2025-05-31,Present,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1059,2025-06-01,Present,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1059,2025-06-02,Present,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1059,2025-06-03,Present,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1059,2025-06-04,Weekly Off,,,,0,0,0,Haritha Hospitals
EMP-1059,2025-06-05,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1059,2025-06-06,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1059,2025-06-07,Present,M0800R0600,,,0,0,0,Haritha Hospitals
EMP-1059,2025-06-08,Present,M0800R0600,,,0,0,0,Haritha Hospitals
EMP-1059,2025-06-09,Present,M0800R0600,,,0,0,0,Haritha Hospitals
EMP-1059,2025-06-10,Present,M0800R0600,,,0,0,0,Haritha Hospitals
EMP-1059,2025-06-11,Weekly Off,,,,0,0,0,Haritha Hospitals
EMP-1059,2025-06-12,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1059,2025-06-13,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1059,2025-06-14,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1059,2025-06-15,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1059,2025-06-16,Weekly Off,,,,0,0,0,Haritha Hospitals
EMP-1059,2025-06-17,Present,M0800R0600,,,0,0,0,Haritha Hospitals
EMP-1059,2025-06-18,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1059,2025-06-19,Present,M0800R0600,,,0,0,0,Haritha Hospitals
EMP-1059,2025-06-20,Present,M0800R0600,,,0,0,0,Haritha Hospitals
EMP-1059,2025-06-21,Present,M0800R0600,,,0,0,0,Haritha Hospitals
EMP-1059,2025-06-22,Present,M0800R0600,,,0,0,0,Haritha Hospitals
EMP-1059,2025-06-23,Weekly Off,,,,0,0,0,Haritha Hospitals
EMP-1059,2025-06-24,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1060,2025-05-26,Present,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1060,2025-05-27,On Leave,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1060,2025-05-28,Present,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1060,2025-05-29,Present,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1060,2025-05-30,Present,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1060,2025-05-31,Present,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1060,2025-06-01,Present,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1060,2025-06-02,Present,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1060,2025-06-03,Present,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1060,2025-06-04,Present,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1060,2025-06-05,Present,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1060,2025-06-06,Present,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1060,2025-06-07,Present,N2000R1200,,,0,0,0,Haritha Hospitals
EMP-1060,2025-06-08,Weekly Off,,,,0,0,0,Haritha Hospitals
EMP-1060,2025-06-09,On Leave,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1060,2025-06-10,Absent,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1060,2025-06-11,On Leave,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1060,2025-06-12,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1060,2025-06-13,Weekly Off,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1060,2025-06-14,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1060,2025-06-15,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1060,2025-06-16,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1060,2025-06-17,Present,A1400R0600,,,0,0,0,Haritha Hospitals
EMP-1060,2025-06-18,Weekly Off,,,,0,0,0,Haritha Hospitals
EMP-1060,2025-06-19,Present,M0800R0600,,,0,0,0,Haritha Hospitals
EMP-1060,2025-06-20,Present,M0800R0600,,,0,0,0,Haritha Hospitals
EMP-1060,2025-06-21,Present,M0800R0600,,,0,0,0,Haritha Hospitals
EMP-1060,2025-06-22,Present,M0800R0600,,,0,0,0,Haritha Hospitals
EMP-1060,2025-06-23,Weekly Off,,,,0,0,0,Haritha Hospitals
EMP-1060,2025-06-24,Present,M0800R0600,,,0,0,0,Haritha Hospitals
EMP-1061,2025-05-26,Present,N2000R1200,,,0,0,0,Haritha Hospitals
